BARCAŚ	(.|#|)bartsaS(.|#|)
KRJUZYŚO	(.|#|)krjuz1SO(.|#|)
KRJUZĆO	(.|#|)krjuztSO(.|#|)
KRJUŹ	(.|#|)krjuZ(.|#|)
KRJUŹAŠO	(.|#|)krjuZaSO(.|#|)
KRJUŹENI	(.|#|)krjuZEni(.|#|)
KRJUŹIŁ	(.|#|)krjuZiu(.|#|)
KRJUŹMY	(.|#|)krjuZm1(.|#|)
KRJUŹMY	(.|#|)krjuZmU(.|#|)
KRJUŹONY	(.|#|)krjuZOn1(.|#|)
KRJUŹTEJ	(.|#|)krjuZtej(.|#|)
KRJUŹĆO	(.|#|)krjuZtSO(.|#|)
KROKANT	(.|#|)krOkant(.|#|)
KROKAWY	(.|#|)krOkaw1(.|#|)
KROKETKA	(.|#|)krOkEtka(.|#|)
KROKODIL	(.|#|)krOkOdil(.|#|)
KROKORJACH	(.|#|)krOkOrjax(.|#|)
KROKUS	(.|#|)krOkus(.|#|)
KROL	(.|#|)krOl(.|#|)
KROLOJSKIM	(.|#|)krOlOjskim(.|#|)
KROLOWJE	(.|#|)krOlOu(j|)E(.|#|)
KROLOWJE	(.|#|)krOlou(j|)E(.|#|)
KROLOWY	(.|#|)krOlOw1(.|#|)
KROLOWY	(.|#|)krOlow1(.|#|)
KROMOLAŔ	(.|#|)krOmOlar(.|#|)
KRONA	(.|#|)krOna(.|#|)
KRONOWANJE	(.|#|)krOnOwan(j|)E(.|#|)
KRONOWANJE	(.|#|)krOnowan(j|)E(.|#|)
KROPNJAM	(.|#|)krOpnjam(.|#|)
KROSN	(.|#|)krOsn(.|#|)
KROSNOM	(.|#|)krOsnOm(.|#|)
KROSNOW	(.|#|)krOsnO(.|#|)
KROSNOW	(.|#|)krOsno(.|#|)
KROSYKI	(.|#|)krOs1ki(.|#|)
KROSYKOWU	(.|#|)krOs1kOwu(.|#|)
KROSYKOWU	(.|#|)krOs1kowu(.|#|)
KROSYNOWU	(.|#|)krOs1nOwu(.|#|)
KROSYNOWU	(.|#|)krOs1nowu(.|#|)
KROSYŃSKEMU	(.|#|)krOs1jnskEmu(.|#|)
KROT	(.|#|)krOt(.|#|)
KROTC	(.|#|)krOtts(.|#|)
KROTCACH	(.|#|)krOttsax(.|#|)
KROTCAŠO	(.|#|)krOttsaSO(.|#|)
KROTCECEJE	(.|#|)krOttsEtsejE(.|#|)
KROTCENJE	(.|#|)krOttsEn(j|)E(.|#|)
KROTCEŃKA	(.|#|)krOttsEjnka(.|#|)
KROTCEŃKA	(.|#|)krOttsenka(.|#|)
KROTCYMEJ	(.|#|)krOtts1mej(.|#|)
KROTCYŚ	(.|#|)krOtts1S(.|#|)
KROTKI	(.|#|)krOtki(.|#|)
KROTKO	(.|#|)krOtkO(.|#|)
KROTKOBIOGRAFIJA	(.|#|)krOtkObiOgrafija(.|#|)
KROTKOCASNJE	(.|#|)krOtkOtsasn(j|)E(.|#|)
KROTKOCASNY	(.|#|)krOtkOtsasn1(.|#|)
KROTKOCASOWYMI	(.|#|)krOtkOtsasOw1mi(.|#|)
KROTKOCASOWYMI	(.|#|)krOtkOtsasow1mi(.|#|)
KROTKODOWOLARKA	(.|#|)krOtkOdOwOlarka(.|#|)
KROTKODOWOLARKA	(.|#|)krOtkOdowOlarka(.|#|)
KROTKODOWOLAŔ	(.|#|)krOtkOdOwOlar(.|#|)
KROTKODOWOLAŔ	(.|#|)krOtkOdowOlar(.|#|)
KROTKODOWOLAŔKA	(.|#|)krOtkOdOwOlarka(.|#|)
KROTKODOWOLAŔKA	(.|#|)krOtkOdowOlarka(.|#|)
KROTKODROGOWANJEJU	(.|#|)krOtkOdrOgOwan(j|)eju(.|#|)
KROTKODROGOWANJEJU	(.|#|)krOtkOdrOgowan(j|)eju(.|#|)
KROTKODYCHATOSĆ	(.|#|)krOtkOd1xatOstS(.|#|)
KROTKODYCHATOSĆ	(.|#|)krOtkOd1xatOStS(.|#|)
KROTKODYCHATOSĆACH	(.|#|)krOtkOd1xatOstSax(.|#|)
KROTKODYCHATOSĆACH	(.|#|)krOtkOd1xatOStSax(.|#|)
KROTKODYCHATY	(.|#|)krOtkOd1xat1(.|#|)
KROTKOFILM	(.|#|)krOtkOfilm(.|#|)
KROTKOINFO	(.|#|)krOtkOinfO(.|#|)
KROTKOKURSUS	(.|#|)krOtkOkursus(.|#|)
KROTKONOGATE	(.|#|)krOtkOnOgatE(.|#|)
KROTKONOGATY	(.|#|)krOtkOnOgat1(.|#|)
KROTKOPARKOWARKA	(.|#|)krOtkOparkOwarka(.|#|)
KROTKOPARKOWARKA	(.|#|)krOtkOparkowarka(.|#|)
KROTKOPARKOWAŔ	(.|#|)krOtkOparkOwar(.|#|)
KROTKOPARKOWAŔ	(.|#|)krOtkOparkowar(.|#|)
KROTKOPIS	(.|#|)krOtkOpis(.|#|)
KROTKOPOWĚSĆ	(.|#|)krOtkOpOujistS(.|#|)
KROTKOPOWĚSĆ	(.|#|)krOtkOpoujistS(.|#|)
KROTKOREFERATACH	(.|#|)krOtkOrEfEratax(.|#|)
KROTKORUKAWATEM	(.|#|)krOtkOrukawatEm(.|#|)
KROTKORUKAWATY	(.|#|)krOtkOrukawat1(.|#|)
KROTKOSĆAMI	(.|#|)krOtkOstSami(.|#|)
KROTKOSĆAMI	(.|#|)krOtkOStSami(.|#|)
KROTKOWIDNA	(.|#|)krOtkOwidna(.|#|)
KROTKOWIDNA	(.|#|)krOtkowidna(.|#|)
KROTKOWIDNOSĆACH	(.|#|)krOtkOwidnOstSax(.|#|)
KROTKOWIDNOSĆACH	(.|#|)krOtkowidnOStSax(.|#|)
KROTKOWIDNY	(.|#|)krOtkOwidn1(.|#|)
KROTKOWIDNY	(.|#|)krOtkowidn1(.|#|)
KROTKOWJACORNY	(.|#|)krOtkOujatsOrn1(.|#|)
KROTKOWJACORNY	(.|#|)krOtkoujatsOrn1(.|#|)
KROTKOWOPUŠKATY	(.|#|)krOtkOwOpuSkat1(.|#|)
KROTKOWOPUŠKATY	(.|#|)krOtkowOpuSkat1(.|#|)
KROTKOWULICOWAŃKO	(.|#|)krOtkOwulitsOwajnkO(.|#|)
KROTKOWULICOWAŃKO	(.|#|)krOtkowulitsowajnkO(.|#|)
KROTKOZAJTŠNU	(.|#|)krOtkOzajtSnu(.|#|)
KROTKOZAJTŠNY	(.|#|)krOtkOzajtSn1(.|#|)
KROTKOŹĚŁAŚEŔ	(.|#|)krOtkOZjiwaSEr(.|#|)
KROTKOŹĚŁO	(.|#|)krOtkOZjiwO(.|#|)
KROTKOŽWAŁOWY	(.|#|)krOtkOZwawOw1(.|#|)
KROTKOŽWAŁOWY	(.|#|)krOtkOZwawow1(.|#|)
KROTKOŽWAŁOWYCH	(.|#|)krOtkOZwawOw1x(.|#|)
KROTKOŽWAŁOWYCH	(.|#|)krOtkOZwawow1x(.|#|)
KROTUŠ	(.|#|)krOtuS(.|#|)
KROTUŠACCE	(.|#|)krOtuSatsE(.|#|)
KROTUŠACK	(.|#|)krOtuSatsk(.|#|)
KROTUŠK	(.|#|)krOtuSk(.|#|)
KROTUŠKACH	(.|#|)krOtuSkax(.|#|)
KROTUŠNYMA	(.|#|)krOtuSn1ma(.|#|)
KROTUŠYNKA	(.|#|)krOtuS1nka(.|#|)
KROTUŠYNKU	(.|#|)krOtuS1nku(.|#|)
KROW	(.|#|)krO(.|#|)
KROW	(.|#|)kro(.|#|)
KROWA	(.|#|)krOwa(.|#|)
KROWA	(.|#|)krowa(.|#|)
KROWAŔ	(.|#|)krOwar(.|#|)
KROWAŔ	(.|#|)krowar(.|#|)
KROWCYCKACH	(.|#|)krOuts1tskax(.|#|)
KROWCYCKACH	(.|#|)krouts1tskax(.|#|)
KROWINEM	(.|#|)krOwinEm(.|#|)
KROWINEM	(.|#|)krowinEm(.|#|)
KROWKA	(.|#|)krOuka(.|#|)
KROWKA	(.|#|)krouka(.|#|)
KROŚ	(.|#|)krOS(.|#|)
KROŚIŚ	(.|#|)krOSiS(.|#|)
KROŠ	(.|#|)krOS(.|#|)
KROŠATEGO	(.|#|)krOSatEgO(.|#|)
KROŠYCKAMI	(.|#|)krOS1tskami(.|#|)
KROŠYK	(.|#|)krOS1k(.|#|)
KRUCIFIKS	(.|#|)krutsifiks(.|#|)
KRUMPLOWU	(.|#|)krumplOwu(.|#|)
KRUMPLOWU	(.|#|)krumplowu(.|#|)
KRUPICKAM	(.|#|)krupitskam(.|#|)
KRUZLOWATYCH	(.|#|)kruzlOwat1x(.|#|)
KRUZLOWATYCH	(.|#|)kruzlowat1x(.|#|)
KRUŠ	(.|#|)kruS(.|#|)
KRUŠNICKEM	(.|#|)kruSnitskEm(.|#|)
KRUŠNICKIM	(.|#|)kruSnitskim(.|#|)
KRUŠWICA	(.|#|)kruSwitsa(.|#|)
KRUŠWICARJOW	(.|#|)kruSwitsarjO(.|#|)
KRUŠWICARJOW	(.|#|)kruSwitsarjo(.|#|)
KRUŠWICARKA	(.|#|)kruSwitsarka(.|#|)
KRUŠWICAŔ	(.|#|)kruSwitsar(.|#|)
KRUŠY	(.|#|)kruS1(.|#|)
KRUŽ	(.|#|)kruS(.|#|)
KRUŽAM	(.|#|)kruZam(.|#|)
KRUŽANKACH	(.|#|)kruZankax(.|#|)
KRUŽANY	(.|#|)kruZan1(.|#|)
KRUŽCE	(.|#|)kruZtsE(.|#|)
KRUŽELIŚ	(.|#|)kruZEliS(.|#|)
KRUŽELTEJ	(.|#|)kruZEltej(.|#|)
KRUŽENJE	(.|#|)kruZEn(j|)E(.|#|)
KRUŽK	(.|#|)kruSk(.|#|)
KRUŽKOWYM	(.|#|)kruSkOw1m(.|#|)
KRUŽKOWYM	(.|#|)kruSkow1m(.|#|)
KRUŽNY	(.|#|)kruZn1(.|#|)
KRUŽOLE	(.|#|)kruZOlE(.|#|)
KRUŽOŁ	(.|#|)kruZO(.|#|)
KRUŽOŁ	(.|#|)kruZo(.|#|)
KRUŽOŁAM	(.|#|)kruZOwam(.|#|)
KRUŽOŁAM	(.|#|)kruZowam(.|#|)
KRUŽOŁKOJU	(.|#|)kruZOukOju(.|#|)
KRUŽOŁKOJU	(.|#|)kruZoukOju(.|#|)
KRUŽOŁOW	(.|#|)kruZOwO(.|#|)
KRUŽOŁOW	(.|#|)kruZowo(.|#|)
KRUŽOŁU	(.|#|)kruZOwu(.|#|)
KRUŽOŁU	(.|#|)kruZowu(.|#|)
KRUŽOŁY	(.|#|)kruZOw1(.|#|)
KRUŽOŁY	(.|#|)kruZow1(.|#|)
KRUŽTEJ	(.|#|)kruZtej(.|#|)
KRUŽYDŁO	(.|#|)kruZ1dwO(.|#|)
KRUŽYDŁOWA	(.|#|)kruZ1dwOwa(.|#|)
KRUŽYDŁOWA	(.|#|)kruZ1dwowa(.|#|)
KRUŽYNA	(.|#|)kruZ1na(.|#|)
KRUŽYŚ	(.|#|)kruZ1S(.|#|)
KRYDNJECHU	(.|#|)kr1dn(j|)Exu(.|#|)
KRYDNJECHU	(.|#|)kr1dn(j|)ECu(.|#|)
KRYDNUŚ	(.|#|)kr1dnuS(.|#|)
KRYDOWANEGO	(.|#|)kr1dOwanEgO(.|#|)
KRYDOWANEGO	(.|#|)kr1dowanEgO(.|#|)
KRYDOWAŚ	(.|#|)kr1dOwaS(.|#|)
KRYDOWAŚ	(.|#|)kr1dowaS(.|#|)
KRYGARJOWU	(.|#|)kr1garjOwu(.|#|)
KRYGARJOWU	(.|#|)kr1garjowu(.|#|)
KRYGAŔ	(.|#|)kr1gar(.|#|)
KRYMARJOWAŠĆO	(.|#|)kr1marjOwaStSO(.|#|)
KRYMARJOWAŠĆO	(.|#|)kr1marjowaStSO(.|#|)
KRYMAŔ	(.|#|)kr1mar(.|#|)
KRYMJEL	(.|#|)kr1mjEl(.|#|)
KRYMJELOWEM	(.|#|)kr1mjElOwEm(.|#|)
KRYMJELOWEM	(.|#|)kr1mjElowEm(.|#|)
KRYNGEL	(.|#|)kr1ngEl(.|#|)
KRYNGELISKEM	(.|#|)kr1ngEliskEm(.|#|)
KRYPTA	(.|#|)kr1pta(.|#|)
KRYPTISKI	(.|#|)kr1ptiski(.|#|)
KRYPTISKIM	(.|#|)kr1ptiskim(.|#|)
KRYPTOGRAMY	(.|#|)kr1ptOgram1(.|#|)
KRYPTOGRAMY	(.|#|)kr1ptOgramU(.|#|)
KRYPTON	(.|#|)kr1ptOn(.|#|)
KRYPTONOWU	(.|#|)kr1ptOnOwu(.|#|)
KRYPTONOWU	(.|#|)kr1ptOnowu(.|#|)
KRYSCE	(.|#|)kr1stsE(.|#|)
KRYST	(.|#|)kr1st(.|#|)
KRYSTIAN	(.|#|)kr1stian(.|#|)
KRYSTUSOWEM	(.|#|)kr1stusOwEm(.|#|)
KRYSTUSOWEM	(.|#|)kr1stusowEm(.|#|)
KRYSĆA	(.|#|)kr1stSa(.|#|)
KRYTŚA	(.|#|)kr1tSa(.|#|)
KRYTŚO	(.|#|)kr1tSO(.|#|)
KRYŚOJU	(.|#|)kr1SOju(.|#|)
KRYŚU	(.|#|)kr1Su(.|#|)
KRYŽYNJE	(.|#|)kr1Z1n(j|)E(.|#|)
KRYŽYNOMA	(.|#|)kr1Z1nOma(.|#|)
KRĚ	(.|#|)krji(.|#|)
KRĚNICOMA	(.|#|)krjinitsOma(.|#|)
KSEBNY	(.|#|)ksEbn1(.|#|)
KSEBNYM	(.|#|)ksEbn1m(.|#|)
KSENOFILNY	(.|#|)ksEnOfiln1(.|#|)
KSENOFOBIJA	(.|#|)ksEnOfObija(.|#|)
KSENOFOBIJE	(.|#|)ksEnOfObijE(.|#|)
KSENOFOBNY	(.|#|)ksEnOfObn1(.|#|)
KSENON	(.|#|)ksEnOn(.|#|)
KSEROGRAFIJA	(.|#|)ksErOgrafija(.|#|)
KSEROKOPIJA	(.|#|)ksErOkOpija(.|#|)
KSKA	(.|#|)kska(.|#|)
KSKACH	(.|#|)kskax(.|#|)
KSKAJ	(.|#|)kskaj(.|#|)
KSKAM	(.|#|)kskam(.|#|)
KSKAT	(.|#|)kskat(.|#|)
KSKAŁ	(.|#|)kskau(.|#|)
KSKAŚ	(.|#|)kskaS(.|#|)
KSKAŠ	(.|#|)kskaS(.|#|)
KSYLOFON	(.|#|)ks1lOfOn(.|#|)
KSYLOGRAF	(.|#|)ks1lOgraf(.|#|)
KSYLOGRAFIJA	(.|#|)ks1lOgrafija(.|#|)
KSYLOGRAFISKI	(.|#|)ks1lOgrafiski(.|#|)
KSZE	(.|#|)kszE(.|#|)
KU	(.|#|)ku(.|#|)
KUB	(.|#|)kup(.|#|)
KUBANAŔ	(.|#|)kubanar(.|#|)
KUBAŠK	(.|#|)kubaSk(.|#|)
KUBAŠU	(.|#|)kubaSu(.|#|)
KUBIKNYCH	(.|#|)kubikn1x(.|#|)
KUBIST	(.|#|)kubist(.|#|)
KUBIŠE	(.|#|)kubiSE(.|#|)
KUBJAKACH	(.|#|)kubjakax(.|#|)
KUBK	(.|#|)kupk(.|#|)
KUBKOWU	(.|#|)kupkOwu(.|#|)
KUBKOWU	(.|#|)kupkowu(.|#|)
KUBLAMI	(.|#|)kublami(.|#|)
KUBLAŔ	(.|#|)kublar(.|#|)
KUBOLAM	(.|#|)kubOlam(.|#|)
KUBUS	(.|#|)kubus(.|#|)
KUBYŠAMI	(.|#|)kub1Sami(.|#|)
KUBYŠE	(.|#|)kub1SE(.|#|)
KUBYŠOWU	(.|#|)kub1SOwu(.|#|)
KUBYŠOWU	(.|#|)kub1Sowu(.|#|)
KUBYŠU	(.|#|)kub1Su(.|#|)
KUBŁANIM	(.|#|)kubwanim(.|#|)
KUBŁANJE	(.|#|)kubwan(j|)E(.|#|)
KUBŁANY	(.|#|)kubwan1(.|#|)
KUBŁANYM	(.|#|)kubwan1m(.|#|)
KUBŁARNICA	(.|#|)kubwarnitsa(.|#|)
KUBŁARNJA	(.|#|)kubwarnja(.|#|)
KUBŁAŃSKA	(.|#|)kubwajnska(.|#|)
KUBŁAŃSKI	(.|#|)kubwajnski(.|#|)
KUBŁAŔ	(.|#|)kubwar(.|#|)
KUBŁAŚ	(.|#|)kubwaS(.|#|)
KUBŁAŠ	(.|#|)kubwaS(.|#|)
KUBŁO	(.|#|)kubwO(.|#|)
KUBŠ	(.|#|)kupS(.|#|)
KUBŠAM	(.|#|)kupSam(.|#|)
KUBŠOMA	(.|#|)kupSOma(.|#|)
KUBŠOW	(.|#|)kupSO(.|#|)
KUBŠOW	(.|#|)kupSo(.|#|)
KUCHARIKOWU	(.|#|)kuxarikOwu(.|#|)
KUCHARIKOWU	(.|#|)kuxarikowu(.|#|)
KUCHARKA	(.|#|)kuxarka(.|#|)
KUCHARKOWANYMI	(.|#|)kuxarkOwan1mi(.|#|)
KUCHARKOWANYMI	(.|#|)kuxarkowan1mi(.|#|)
KUCHARKOWAŚ	(.|#|)kuxarkOwaS(.|#|)
KUCHARKOWAŚ	(.|#|)kuxarkowaS(.|#|)
KUCHARNICA	(.|#|)kuxarnitsa(.|#|)
KUCHARNJA	(.|#|)kuxarnja(.|#|)
KUCHARSKI	(.|#|)kuxarski(.|#|)
KUCHARSTWOM	(.|#|)kuxarstwOm(.|#|)
KUCHAŔ	(.|#|)kuxar(.|#|)
KUCHAŔKOWANYMI	(.|#|)kuxarkOwan1mi(.|#|)
KUCHAŔKOWANYMI	(.|#|)kuxarkowan1mi(.|#|)
KUCHAŔSTWOM	(.|#|)kuxarstwOm(.|#|)
KUCHEŃ	(.|#|)kuxEjn(.|#|)
KUCHEŃ	(.|#|)kuxen(.|#|)
KUCHNICKA	(.|#|)kuxnitska(.|#|)
KUDMJEŃSKEM	(.|#|)kudmjEjnskEm(.|#|)
KUDMJEŃSKEM	(.|#|)kudmjejnskEm(.|#|)
KUJAŠOWEJU	(.|#|)kujaSOweju(.|#|)
KUJAŠOWEJU	(.|#|)kujaSoweju(.|#|)
KUKAC	(.|#|)kukats(.|#|)
KUKAWA	(.|#|)kukawa(.|#|)
KUKAŚ	(.|#|)kukaS(.|#|)
KUKELOJU	(.|#|)kukElOju(.|#|)
KUKLĚBJE	(.|#|)kukljib(j|)E(.|#|)
KUKNJENJAM	(.|#|)kukn(j|)Enjam(.|#|)
KUL	(.|#|)kul(.|#|)
KULA	(.|#|)kula(.|#|)
KULANAM	(.|#|)kulanam(.|#|)
KULARJAŠTEJ	(.|#|)kularjaStej(.|#|)
KULATY	(.|#|)kulat1(.|#|)
KULAWA	(.|#|)kulawa(.|#|)
KULAWIŠĆAMI	(.|#|)kulawiStSami(.|#|)
KULAWKA	(.|#|)kulauka(.|#|)
KULAŔŚO	(.|#|)kularSO(.|#|)
KULAŚ	(.|#|)kulaS(.|#|)
KULCYCKA	(.|#|)kults1tska(.|#|)
KULI	(.|#|)kuli(.|#|)
KULIJOWEJ	(.|#|)kulijOwej(.|#|)
KULIJOWEJ	(.|#|)kulijowej(.|#|)
KULIKACH	(.|#|)kulikax(.|#|)
KULINARISKI	(.|#|)kulinariski(.|#|)
KULISESUWAŔ	(.|#|)kulisEsuwar(.|#|)
KULKA	(.|#|)kulka(.|#|)
KULKIKOPAWA	(.|#|)kulkikOpawa(.|#|)
KULKIKOPAWY	(.|#|)kulkikOpaw1(.|#|)
KULKISAJŹANJE	(.|#|)kulkisajZan(j|)E(.|#|)
KULKISORTĚROWAŃSKEGO	(.|#|)kulkisOrtjirOwajnskEgO(.|#|)
KULKISORTĚROWAŃSKEGO	(.|#|)kulkisOrtjirowajnskEgO(.|#|)
KULKITRĚŚA	(.|#|)kulkitrjiSa(.|#|)
KULKITŁOCAKOM	(.|#|)kulkitwOtsakOm(.|#|)
KULKITŁOCAKOM	(.|#|)kulkitwOtsakUm(.|#|)
KULKIWOBRĚZOWAK	(.|#|)kulkiwObrjizOwak(.|#|)
KULKIWOBRĚZOWAK	(.|#|)kulkiwObrjizowak(.|#|)
KULKIWOBRĚZOWAKU	(.|#|)kulkiwObrjizOwaku(.|#|)
KULKIWOBRĚZOWAKU	(.|#|)kulkiwObrjizowaku(.|#|)
KULKIZBĚRANIM	(.|#|)kulkizbjiranim(.|#|)
KULKIZBĚRANJE	(.|#|)kulkizbjiran(j|)E(.|#|)
KULKOWATY	(.|#|)kulkOwat1(.|#|)
KULKOWATY	(.|#|)kulkowat1(.|#|)
KULMANOJU	(.|#|)kulmanOju(.|#|)
KULMINĚROWAŚ	(.|#|)kulminjirOwaS(.|#|)
KULMINĚROWAŚ	(.|#|)kulminjirowaS(.|#|)
KULMY	(.|#|)kulm1(.|#|)
KULMY	(.|#|)kulmU(.|#|)
KULOJTOSĆOW	(.|#|)kulOjtOstSO(.|#|)
KULOJTOSĆOW	(.|#|)kulOjtOStSo(.|#|)
KULOSTARKANJE	(.|#|)kulOstarkan(j|)E(.|#|)
KULOSTARKARKA	(.|#|)kulOstarkarka(.|#|)
KULOWACKA	(.|#|)kulOwatska(.|#|)
KULOWACKA	(.|#|)kulowatska(.|#|)
KULOWATY	(.|#|)kulOwat1(.|#|)
KULOWATY	(.|#|)kulowat1(.|#|)
KULRABIJ	(.|#|)kulrabi(.|#|)
KULT	(.|#|)kult(.|#|)
KULTFIGURA	(.|#|)kultfigura(.|#|)
KULTIWATOR	(.|#|)kultiwatOr(.|#|)
KULTIWĚROWANJE	(.|#|)kultiujirOwan(j|)E(.|#|)
KULTIWĚROWANJE	(.|#|)kultiujirowan(j|)E(.|#|)
KULTIWĚROWANY	(.|#|)kultiujirOwan1(.|#|)
KULTIWĚROWANY	(.|#|)kultiujirowan1(.|#|)
KULTIWĚROWAŚ	(.|#|)kultiujirOwaS(.|#|)
KULTIWĚROWAŚ	(.|#|)kultiujirowaS(.|#|)
KULTURA	(.|#|)kultura(.|#|)
KULTURELNY	(.|#|)kulturEln1(.|#|)
KULTURNIK	(.|#|)kulturnik(.|#|)
KULTURNOKRITISKEM	(.|#|)kulturnOkritiskEm(.|#|)
KULTURNY	(.|#|)kulturn1(.|#|)
KULTURY	(.|#|)kultur1(.|#|)
KUMJELTOJSKEJU	(.|#|)kumjEltOjskeju(.|#|)
KUMNICKO	(.|#|)kumnitskO(.|#|)
KUMODA	(.|#|)kumOda(.|#|)
KUMOŹE	(.|#|)kumOZE(.|#|)
KUMPAN	(.|#|)kumpan(.|#|)
KUMPANJENIM	(.|#|)kumpan(j|)Enim(.|#|)
KUMPAŃMY	(.|#|)kumpajnm1(.|#|)
KUMPAŃMY	(.|#|)kumpajnmU(.|#|)
KUMPAŃSTWO	(.|#|)kumpajnstwO(.|#|)
KUMST	(.|#|)kumst(.|#|)
KUMSTAM	(.|#|)kumstam(.|#|)
KUMSTU	(.|#|)kumstu(.|#|)
KUMSTY	(.|#|)kumst1(.|#|)
KUMSĆE	(.|#|)kumstSE(.|#|)
KUMULACIJA	(.|#|)kumulatsija(.|#|)
KUMULATIWNY	(.|#|)kumulatiun1(.|#|)
KUMULUS	(.|#|)kumulus(.|#|)
KUMULĚROWAŚ	(.|#|)kumuljirOwaS(.|#|)
KUMULĚROWAŚ	(.|#|)kumuljirowaS(.|#|)
KUMYS	(.|#|)kum1s(.|#|)
KUMYSE	(.|#|)kum1sE(.|#|)
KUMŠT	(.|#|)kumSt(.|#|)
KUMŠTARKU	(.|#|)kumStarku(.|#|)
KUMŠTAŔ	(.|#|)kumStar(.|#|)
KUMŠTAŔKU	(.|#|)kumStarku(.|#|)
KUMŠTNA	(.|#|)kumStna(.|#|)
KUMŠTNOSĆACH	(.|#|)kumStnOstSax(.|#|)
KUMŠTNOSĆACH	(.|#|)kumStnOStSax(.|#|)
KUMŠTNYMI	(.|#|)kumStn1mi(.|#|)
KUMŠTOWANJE	(.|#|)kumStOwan(j|)E(.|#|)
KUMŠTOWANJE	(.|#|)kumStowan(j|)E(.|#|)
KUMŠTUJUCEMU	(.|#|)kumStujutsEmu(.|#|)
KUMŠTY	(.|#|)kumSt1(.|#|)
KUNA	(.|#|)kuna(.|#|)
KUNATOW	(.|#|)kunatO(.|#|)
KUNATOW	(.|#|)kunato(.|#|)
KUNCANJE	(.|#|)kuntsan(j|)E(.|#|)
KUNCANJEJU	(.|#|)kuntsan(j|)eju(.|#|)
KUNINY	(.|#|)kunin1(.|#|)
KUNIŠKAM	(.|#|)kuniSkam(.|#|)
KUNOJSKEM	(.|#|)kunOjskEm(.|#|)
KUNTWORA	(.|#|)kuntwOra(.|#|)
KUNTWORJECEJU	(.|#|)kuntwOr(j|)Etseju(.|#|)
KUNTWORKA	(.|#|)kuntwOrka(.|#|)
KUNTWOŔMEJ	(.|#|)kuntwOrmej(.|#|)
KUNTWOŔTEJ	(.|#|)kuntwOrtej(.|#|)
KUNTWOŔŚO	(.|#|)kuntwOrSO(.|#|)
KUNTWÓRKOMA	(.|#|)kuntwUrkOma(.|#|)
KUNTWÓRKOMA	(.|#|)kuntwUrkUma(.|#|)
KUNTŠ	(.|#|)kuntS(.|#|)
KUNTŠAM	(.|#|)kuntSam(.|#|)
KUP	(.|#|)kup(.|#|)
KUPA	(.|#|)kupa(.|#|)
KUPACKOM	(.|#|)kupatskOm(.|#|)
KUPACKOM	(.|#|)kupatskUm(.|#|)
KUPANJE	(.|#|)kupan(j|)E(.|#|)
KUPARKA	(.|#|)kuparka(.|#|)
KUPAŃSKIM	(.|#|)kupajnskim(.|#|)
KUPAŔ	(.|#|)kupar(.|#|)
KUPAŚ	(.|#|)kupaS(.|#|)
KUPC	(.|#|)kupts(.|#|)
KUPCE	(.|#|)kuptsE(.|#|)
KUPCYCE	(.|#|)kupts1tsE(.|#|)
KUPCYCKA	(.|#|)kupts1tska(.|#|)
KUPEJ	(.|#|)kupej(.|#|)
KUPI	(.|#|)kupi(.|#|)
KUPIŚ	(.|#|)kupiS(.|#|)
KUPJELIŠĆA	(.|#|)kupjEliStSa(.|#|)
KUPJENJE	(.|#|)kupjEn(j|)E(.|#|)
KUPJONA	(.|#|)kupjOna(.|#|)
KUPK	(.|#|)kupk(.|#|)
KUPKA	(.|#|)kupka(.|#|)
KUPKATU	(.|#|)kupkatu(.|#|)
KUPKATY	(.|#|)kupkat1(.|#|)
KUPLA	(.|#|)kupla(.|#|)
KUPLOJTY	(.|#|)kuplOjt1(.|#|)
KUPLOJTYMA	(.|#|)kuplOjt1ma(.|#|)
KUPLOWANEJE	(.|#|)kuplOwanejE(.|#|)
KUPLOWANEJE	(.|#|)kuplowanejE(.|#|)
KUPLOWARKA	(.|#|)kuplOwarka(.|#|)
KUPLOWARKA	(.|#|)kuplowarka(.|#|)
KUPLUNGA	(.|#|)kuplunga(.|#|)
KUPNEMU	(.|#|)kupnEmu(.|#|)
KUPNY	(.|#|)kupn1(.|#|)
KUPONU	(.|#|)kupOnu(.|#|)
KUPORANY	(.|#|)kupOran1(.|#|)
KUPORARJACH	(.|#|)kupOrarjax(.|#|)
KUPORAŔ	(.|#|)kupOrar(.|#|)
KUPORINA	(.|#|)kupOrina(.|#|)
KUPORNIK	(.|#|)kupOrnik(.|#|)
KUPOROJTY	(.|#|)kupOrOjt1(.|#|)
KUPOROWY	(.|#|)kupOrOw1(.|#|)
KUPOROWY	(.|#|)kupOrow1(.|#|)
KUPOWANJE	(.|#|)kupOwan(j|)E(.|#|)
KUPOWANJE	(.|#|)kupowan(j|)E(.|#|)
KUPOWARJE	(.|#|)kupOwar(j|)E(.|#|)
KUPOWARJE	(.|#|)kupowar(j|)E(.|#|)
KUPOWARKA	(.|#|)kupOwarka(.|#|)
KUPOWARKA	(.|#|)kupowarka(.|#|)
KUPOWAŔ	(.|#|)kupOwar(.|#|)
KUPOWAŔ	(.|#|)kupowar(.|#|)
KUPR	(.|#|)kupr(.|#|)
KUPROWE	(.|#|)kuprOwE(.|#|)
KUPROWE	(.|#|)kuprowE(.|#|)
